iter	RMSE
658	43.23898162
659	42.96218963
660	42.64813166
661	42.27060636
662	42.05004459
663	41.90323102
664	41.7389187
665	41.37335706
666	41.16262665
667	40.9010975
668	40.739436
669	40.47369462
670	40.27644787
671	39.96016303
672	39.76816877
673	39.61293844
674	39.45832968
675	39.38934932
676	39.13624606
677	39.0682852
678	38.82516313
679	38.57730702
680	38.39597633
681	38.15232597
682	37.91091118
683	37.83335882
684	37.75684985
685	37.46374412
686	37.29802326
687	37.12702667
688	37.05250687
689	36.72975584
690	36.47147503
691	36.30209035
692	35.98896321
693	35.82765479
694	35.61769821
695	35.39806698
696	35.09285674
697	34.79328157
698	34.46844603
699	34.19972235
700	33.9083775
701	33.59674256
702	33.31285423
703	33.03206491
704	32.75143157
705	32.47855172
706	32.29865379
707	32.02721508
708	31.76368749
709	31.4802497
710	31.21808503
711	30.93733758
712	30.68573458
713	30.41767708
714	30.36641655
715	30.14436957
716	29.93287852
717	29.71324974
718	29.46503823
719	29.26005218
720	29.05908724
721	28.8616704
722	28.67624666
723	28.48640181
724	28.32240863
725	28.11908297
726	27.91667982
727	27.76776762
728	27.6097697
729	27.47419796
730	27.31082731
731	27.08865294
732	26.94625788
733	26.77056977
734	26.64111634
735	26.50200894
736	26.29717067
737	26.09703804
738	25.88297286
739	25.69644036
740	25.54552478
741	25.34474818
742	25.16384883
743	25.03571853
744	24.82435356
745	24.62471008
746	24.41939893
747	24.24830662
748	24.08162908
749	23.91920194
750	23.76546501
751	23.63891657
752	23.49308583
753	23.33094272
754	23.20904585
755	23.07654646
756	22.94762928
757	22.83314104
758	22.68379571
759	22.49845316
760	22.31671384
761	22.16235937
762	22.01059975
763	21.92944821
764	21.756655
765	21.67806318
766	21.50929389
767	21.4331842
768	21.262938
769	21.11439161
770	20.9543844
771	20.80930318
772	20.7063516
773	20.63428483
774	20.49331611
775	20.35495956
776	20.25248501
777	20.11761649
778	19.9874334
779	19.9231066
780	19.7924689
781	19.66544535
782	19.61593388
783	19.48769773
784	19.35159527
785	19.2169088
786	19.11576644
787	19.00257584
788	18.88320428
789	18.77089033
790	18.72786911
791	18.60577775
792	18.56348401
793	18.41802591
794	18.3765858
795	18.25018855
796	18.14369988
797	18.04118248
798	17.94013889
799	17.90039316
800	17.86116154
801	17.71907519
802	17.68061511
803	17.55567257
804	17.43729313
805	17.3257683
806	17.22975548
807	17.19247803
808	17.15568056
809	17.02499745
810	16.94152167
811	16.83502518
812	16.79871816
813	16.76287813
814	16.64978929
815	16.55601537
816	16.45830268
817	16.37922988
818	16.34411002
819	16.27321446
820	16.19588531
821	16.16128642
822	16.06037245
823	15.96717061
824	15.9082898
825	15.87429861
826	15.78552057
827	15.67757046
828	15.60459647
829	15.57129637
830	15.49269801
831	15.40236637
832	15.32043135
833	15.22814317
834	15.17387283
835	15.07040204
836	14.97176735
837	14.86065393
838	14.76946619
839	14.67783829
840	14.58811248
841	14.50025672
842	14.44031055
843	14.40900576
844	14.29037485
845	14.21514864
846	14.16577006
847	14.06240998
848	13.97255882
849	13.88443428
850	13.8229605
851	13.74039854
852	13.66911009
853	13.58352866
854	13.49210653
855	13.37881513
856	13.31012374
857	13.2274003
858	13.16426725
859	13.1065713
860	13.03421372
861	12.95349453
862	12.89779191
863	12.84221299
864	12.81425463
865	12.73540643
866	12.64875447
867	12.54334044
868	12.45097415
869	12.39843611
870	12.32603939
871	12.25531248
872	12.22844458
873	12.1364738
874	12.06754436
875	12.04118835
876	11.97380766
877	11.8960559
878	11.82012017
879	11.75634838
880	11.66436553
881	11.63884577
882	11.57128985
883	11.4851394
884	11.43272741
885	11.40801035
886	11.32114327
887	11.23379148
888	11.19824972
889	11.1156692
890	11.07593153
891	11.0414299
892	10.95789375
893	10.87718401
894	10.81578294
895	10.76758261
896	10.68699528
897	10.60513302
898	10.57768257
899	10.49997158
900	10.42683983
901	10.36962555
902	10.31372013
903	10.24945134
904	10.18610785
905	10.12367796
906	10.06375427
907	10.00255409
908	9.926665548
909	9.878975259
910	9.821429907
911	9.794991753
912	9.717199765
913	9.658388455
914	9.60227544
915	9.557266931
916	9.489594591
917	9.452707425
918	9.387239288
919	9.332949655
920	9.297195074
921	9.26218526
922	9.199324116
923	9.165283018
924	9.085280866
925	9.010865216
926	8.944718142
927	8.893071888
928	8.833702364
929	8.801622693
930	8.744203186
931	8.668646425
932	8.617666307
933	8.544065422
934	8.494906565
935	8.425272949
936	8.3548298
937	8.305953994
938	8.239190305
939	8.19222753
940	8.121659209
941	8.05823689
942	8.025388323
943	7.981308364
944	7.937900657
945	7.886093317
946	7.841897705
947	7.773569633
948	7.708645906
949	7.65006971
950	7.595321654
951	7.554105357
952	7.505790539
953	7.443164808
954	7.390430918
955	7.344688264
956	7.282936229
957	7.243711497
958	7.183132516
959	7.123526117
960	7.064877266
961	7.007171169
962	6.978473526
963	6.953654275
964	6.897136113
965	6.84152791
966	6.810243057
967	6.765702031
968	6.723119399
969	6.679800946
970	6.652812578
971	6.606611395
972	6.553735161
973	6.501712118
974	6.47228931
975	6.421275073
976	6.399782489
977	6.34971072
978	6.30915522
979	6.260180651
980	6.211317625
981	6.163152985
982	6.1157953
983	6.069679218
984	6.028163974
985	5.983563785
986	5.94299866
987	5.896185744
988	5.85043887
989	5.805431936
990	5.750739838
991	5.707031286
992	5.653932153
993	5.601837181
994	5.559940079
995	5.543834049
996	5.493386687
997	5.477764788
998	5.448247466
999	5.407923189
